"PKEY","BOID","METABO","LASTUPDATE","PROCESSID","ROWCOMMENT","CREATED","BIZCREATED","CREATEDUSER","BIZUSER","REPLACED","REPLACEDUSER","GUELTAB","GUELTBIS","STATEFROM","STATEUPTO","STATEBEGIN","STATEEND","KURZBEZDT","BEZEICHNUNGDT","KURZBEZEN","BEZEICHNUNGEN","KURZBEZFR","BEZEICHNUNGFR","KURZBEZIT","BEZEICHNUNGIT","KURZBEZ05","BEZEICHNUNG05","KURZBEZ06","BEZEICHNUNG06","KURZBEZ07","BEZEICHNUNG07","KURZBEZ08","BEZEICHNUNG08","KURZBEZ09","BEZEICHNUNG09","KURZBEZ10","BEZEICHNUNG10","INTERNALNAME","AKTIV","TARIFDATENQUELLE","TARIFTAXPUNKTTYP","VERSION","LASTMUTATION","DELIVERYID","TAEL_ID","DRGLWOUTLINRSF1","DRGLWOUTLINRSF2","ITSANALOGIETARIF","SPALBRTETARZIF","TARIFTEXTMAPPING","ITSKOGUZEITRMENHT","TIMESEG","ARCHIVETAG","MDBID","ANALOGIEZIFFERATTR"
745,"594",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.518280000,2016-07-23 10:18:29.518280000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",2004-01-01,3000-01-01,2004-01-01,3000-01-01,1000-01-01,3000-01-01,"551","Tarif für nichtärztliche Beratungs- und Pflegeleistungen in Spitälern; ambulante Behandlung im Zusammenhang mit Geburt, Geburtsvorbereitung und Wochenbett durch Hebammen, CHF (H+)","551","Tarif pour des prestations non médicales de conseils et de soins en milieu hospitalier: traitement ambulatoire lié à l¿accouchement, à la préparation à l¿accouchement et aux soins postnatals par des sages-femmes,  CHF (H+)","551","Tarif für nichtärztliche Beratungs- und Pflegeleistungen in Spitälern; ambulante Behandlung im Zusammenhang mit Geburt, Geburtsvorbereitung und Wochenbett durch Hebammen, CHF (H+)","551","Tarif für nichtärztliche Beratungs- und Pflegeleistungen in Spitälern; ambulante Behandlung im Zusammenhang mit Geburt, Geburtsvorbereitung und Wochenbett durch Hebammen, CHF (H+)","","","","","","","","","","","","","551","-10111","-53800","-53853","",,,,,,"",0,"","",3000-01-01,"","",""
746,"502",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.522384000,2016-07-23 10:18:29.522384000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,2004-01-01,3000-01-01,2004-01-01,3000-01-01,"552","Tarif für nichtärztliche Beratungs- und Pflegeleistungen in Spitälern; ambulante Behandlung im Zusammenhang mit Geburt, Geburtsvorbereitung und Wochenbett durch Hebammen, TP (H+)","552","Tarif pour des prestations non médicales de conseils et de soins en milieu hospitalier: traitement ambulatoire lié à l¿accouchement, à la préparation à l¿accouchement et aux soins postnatals par des sages-femmes,  PT (H+)","552","Tarif für nichtärztliche Beratungs- und Pflegeleistungen in Spitälern; ambulante Behandlung im Zusammenhang mit Geburt, Geburtsvorbereitung und Wochenbett durch Hebammen, TP (H+)","552","Tarif für nichtärztliche Beratungs- und Pflegeleistungen in Spitälern; ambulante Behandlung im Zusammenhang mit Geburt, Geburtsvorbereitung und Wochenbett durch Hebammen, TP (H+)","","","","","","","","","","","","","552","-10111","-53800","-53853","",,,,,,"",0,"","",3000-01-01,"","",""
747,"595",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.527806000,2016-07-23 10:18:29.527806000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",2011-01-01,3000-01-01,2011-01-01,3000-01-01,1000-01-01,3000-01-01,"571","Übrige Leistungen nicht in offiziellen Tarifen definiert (Apotheke KVG/VVG)","571","Autres prestations non définies dans des tarifs officiels (pharmacie LAMal/LCA)","571","Übrige Leistungen nicht in offiziellen Tarifen definiert (Apotheke KVG/VVG)","571","Übrige Leistungen nicht in offiziellen Tarifen definiert (Apotheke KVG/VVG)","","","","","","","","","","","","","571","-10111","-53800","-53853","",,,,,,"",0,"","",3000-01-01,"","",""
748,"596",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.531358000,2016-07-23 10:18:29.531358000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",2004-01-01,3000-01-01,2004-01-01,3000-01-01,1000-01-01,3000-01-01,"804","APDRG: cost-weight version 4.1","804","APDRG: cost-weight version 4.1","804","APDRG: cost-weight version 4.1","804","APDRG: cost-weight version 4.1","","","","","","","","","","","","","804","-10111","-53800","-53853","",,,,,,"",0,"","",3000-01-01,"","",""
749,"597",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.534823000,2016-07-23 10:18:29.534823000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",2014-07-01,3000-01-01,2014-07-01,3000-01-01,1000-01-01,3000-01-01,"904","Berufliche Eingliederungsmassnahmen","904","Mesures de réinsertion professionnelle","904","Berufliche Eingliederungsmassnahmen","904","Berufliche Eingliederungsmassnahmen","","","","","","","","","","","","","904","-10111","-53800","-53853","",,,,,,"",0,"","",3000-01-01,"","",""
750,"598",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.538970000,2016-07-23 10:18:29.538970000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",2013-01-01,3000-01-01,2013-01-01,3000-01-01,1000-01-01,3000-01-01,"909","Tarif für Hörgeräteversorgung bei der AHV/IV","909","Tarif pour l¿appareillage auditif à l`AVS/AI","909","Tarif für Hörgeräteversorgung bei der AHV/IV","909","Tarif für Hörgeräteversorgung bei der AHV/IV","","","","","","","","","","","","","909","-10111","-53800","-53853","",,,,,,"",0,"","",3000-01-01,"","",""
751,"599",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.542652000,2016-07-23 10:18:29.542652000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",2002-01-01,3000-01-01,2002-01-01,3000-01-01,1000-01-01,3000-01-01,"910","Spitaltarif für stationäre Leistungen nach UVG/IVG/MVG","910","Tarif hospitalier pour prestations stationnaires selon LAA/LAI/LAM","910","Spitaltarif für stationäre Leistungen nach UVG/IVG/MVG","910","Spitaltarif für stationäre Leistungen nach UVG/IVG/MVG","","","","","","","","","","","","","910","-10111","-53800","-53853","",,,,,,"",0,"","",3000-01-01,"","",""
752,"600",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.546382000,2016-07-23 10:18:29.546382000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",2011-01-01,3000-01-01,2011-01-01,3000-01-01,1000-01-01,3000-01-01,"960","Pflegeleistungen stationär","960","Prestation de soins stationaire","960","Pflegeleistungen stationär","960","Pflegeleistungen stationär","","","","","","","","","","","","","960","-10111","-53800","-53853","",,,,,,"",0,"","",3000-01-01,"","",""
753,"601",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.550451000,2016-07-23 10:18:29.550451000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",2011-01-01,3000-01-01,2011-01-01,3000-01-01,1000-01-01,3000-01-01,"963","Tages- oder Nachtstrukturen und In-house Spitex Stufen/Pauschalen","963","Structures de jour ou de nuit et soins spitex in house par niveau/forfait","963","Tages- oder Nachtstrukturen und In-house Spitex Stufen/Pauschalen","963","Tages- oder Nachtstrukturen und In-house Spitex Stufen/Pauschalen","","","","","","","","","","","","","963","-10111","-53800","-53853","",,,,,,"",0,"","",3000-01-01,"","",""
754,"602",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.554344000,2016-07-23 10:18:29.554344000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",2011-01-01,3000-01-01,2011-01-01,3000-01-01,1000-01-01,3000-01-01,"964","Tages- oder Nachtstrukturen und In-house Spitex Zeittarif","964","Structures de jour et de nuit et soins spitex in house par tarif horaire","964","Tages- oder Nachtstrukturen und In-house Spitex Zeittarif","964","Tages- oder Nachtstrukturen und In-house Spitex Zeittarif","","","","","","","","","","","","","964","-10111","-53800","-53853","",,,,,,"",0,"","",3000-01-01,"","",""
755,"603",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.557957000,2016-07-23 10:18:29.557957000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",2011-01-01,3000-01-01,2011-01-01,3000-01-01,1000-01-01,3000-01-01,"965","Akut- und Übergangspflege Stufen","965","Soins aigus et de transition par niveau","965","Akut- und Übergangspflege Stufen","965","Akut- und Übergangspflege Stufen","","","","","","","","","","","","","965","-10111","-53800","-53853","",,,,,,"",0,"","",3000-01-01,"","",""
756,"604",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.561428000,2016-07-23 10:18:29.561428000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",2011-01-01,3000-01-01,2011-01-01,3000-01-01,1000-01-01,3000-01-01,"966","Akut- und Übergangspflege Zeittarif","966","Soins aigus et de transition par tarif horaire","966","Akut- und Übergangspflege Zeittarif","966","Akut- und Übergangspflege Zeittarif","","","","","","","","","","","","","966","-10111","-53800","-53853","",,,,,,"",0,"","",3000-01-01,"","",""
757,"605",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.565095000,2016-07-23 10:18:29.565095000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"967","Akut- und Übergangspflege Pauschalen","967","Forfaits pour soins aigus et de transition","967","Akut- und Übergangspflege Pauschalen","967","Akut- und Übergangspflege Pauschalen","","","","","","","","","","","","","967","-10111","-53800","-53853","",,,,,,"",0,"","",3000-01-01,"","",""
758,"606",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.568809000,2016-07-23 10:18:29.568809000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",2011-01-01,3000-01-01,2011-01-01,3000-01-01,1000-01-01,3000-01-01,"970","Pauschalen für ""Nicht-Pflegeleistungen""","970","Forfaits pour prestations de soins non à charge","970","Pauschalen für ""Nicht-Pflegeleistungen""","970","Pauschalen für ""Nicht-Pflegeleistungen""","","","","","","","","","","","","","970","-10111","-53800","-53853","",,,,,,"",0,"","",3000-01-01,"","",""
759,"607",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.573016000,2016-07-23 10:18:29.573016000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",2005-04-01,3000-01-01,2005-04-01,3000-01-01,1000-01-01,3000-01-01,"621","Laborspezifische Analysen - Anamedica SA","621","Analyses spécifiques de laboratoire - Anamedica SA","621","Laborspezifische Analysen - Anamedica SA","621","Laborspezifische Analysen - Anamedica SA","","","","","","","","","","","","","621","-10111","-53800","-53853","",,,,,,"",0,"","",3000-01-01,"","",""
760,"608",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.577059000,2016-07-23 10:18:29.577059000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",2006-01-01,3000-01-01,2006-01-01,3000-01-01,1000-01-01,3000-01-01,"622","Laborspezifische Analysen - Mealab AG Analyses","622","Analyses spécifiques de laboratoire - Mealab AG Analyses","622","Laborspezifische Analysen - Mealab AG Analyses","622","Laborspezifische Analysen - Mealab AG Analyses","","","","","","","","","","","","","622","-10111","-53800","-53853","",,,,,,"",0,"","",3000-01-01,"","",""
761,"609",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.580786000,2016-07-23 10:18:29.580786000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",2002-01-01,3000-01-01,2002-01-01,3000-01-01,1000-01-01,3000-01-01,"623","Laborspezifische Analysen - Kantonsspital St. Gallen","623","Analyses spécifiques de laboratoire - Kantonsspital St. Gallen","623","Laborspezifische Analysen - Kantonsspital St. Gallen","623","Laborspezifische Analysen - Kantonsspital St. Gallen","","","","","","","","","","","","","623","-10111","-53800","-53853","",,,,,,"",0,"","",3000-01-01,"","",""
762,"610",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.584467000,2016-07-23 10:18:29.584467000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",2008-01-01,3000-01-01,2008-01-01,3000-01-01,1000-01-01,3000-01-01,"624","Laborspezifische Analysen - Felix Platter Spital - TP","624","Analyses spécifiques de laboratoire -  Felix Platter Spital - TP","624","Laborspezifische Analysen - Felix Platter Spital - TP","624","Laborspezifische Analysen - Felix Platter Spital - TP","","","","","","","","","","","","","624","-10111","-53800","-53853","",,,,,,"",0,"","",3000-01-01,"","",""
763,"611",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.588054000,2016-07-23 10:18:29.588054000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",2002-01-01,3000-01-01,2002-01-01,3000-01-01,1000-01-01,3000-01-01,"780","Kantonsspital NW, Allgemein und Halbprivat","780","Kantonsspital NW, Allgemein und Halbprivat","780","Kantonsspital NW, Allgemein und Halbprivat","780","Kantonsspital NW, Allgemein und Halbprivat","","","","","","","","","","","","","780","-10111","-53800","-53853","",,,,,,"",0,"","",3000-01-01,"","",""
764,"612",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.591494000,2016-07-23 10:18:29.591494000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",2004-04-01,3000-01-01,2004-04-01,3000-01-01,1000-01-01,3000-01-01,"810","Offizieller Berner OKP-Tarif","810","Offizieller Berner OKP-Tarif","810","Offizieller Berner OKP-Tarif","810","Offizieller Berner OKP-Tarif","","","","","","","","","","","","","810","-10111","-53800","-53853","",,,,,,"",0,"","",3000-01-01,"","",""
765,"613",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.594927000,2016-07-23 10:18:29.594927000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",2005-04-01,3000-01-01,2005-04-01,3000-01-01,1000-01-01,3000-01-01,"850","RKB Pauschalen","850","Forfait RKB","850","RKB Pauschalen","850","RKB Pauschalen","","","","","","","","","","","","","850","-10111","-53800","-53853","",,,,,,"",0,"","",3000-01-01,"","",""
766,"614",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.598349000,2016-07-23 10:18:29.598349000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",2005-07-01,3000-01-01,2005-07-01,3000-01-01,1000-01-01,3000-01-01,"851","Spitaltarif Psychiatrische Dienste des Kantons St. Gallen","851","Tarif hospitalier - Centres psychiatriques du canton de Saint-Gall","851","Spitaltarif Psychiatrische Dienste des Kantons St. Gallen","851","Spitaltarif Psychiatrische Dienste des Kantons St. Gallen","","","","","","","","","","","","","851","-10111","-53800","-53853","",,,,,,"",0,"","",3000-01-01,"","",""
767,"615",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.601982000,2016-07-23 10:18:29.601982000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",2002-01-01,3000-01-01,2002-01-01,3000-01-01,1000-01-01,3000-01-01,"134","Zusatzvereinbarung Kapitel Radioonkologie zum Arzttarif BL, Dr. Beat Amsler, Allschwil","134","Convention complémentaire chapitre radiooncologie au tarif médical BL, Dr. Beat Amsler, Allschwil","134","Zusatzvereinbarung Kapitel Radioonkologie zum Arzttarif BL, Dr. Beat Amsler, Allschwil","134","Zusatzvereinbarung Kapitel Radioonkologie zum Arzttarif BL, Dr. Beat Amsler, Allschwil","","","","","","","","","","","","","134","-10111","-53800","-53853","",,,,,,"",0,"","",3000-01-01,"","",""
768,"616",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.605322000,2016-07-23 10:18:29.605322000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",2009-01-01,3000-01-01,2009-01-01,3000-01-01,1000-01-01,3000-01-01,"S00","ParaSuva","S00","ParaSuva","S00","ParaSuva","S00","ParaSuva","","","","","","","","","","","","","S00","-10111","-53800","-53853","",,,,,,"",0,"","",3000-01-01,"","",""
769,"617",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.608798000,2016-07-23 10:18:29.608798000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",2009-01-01,3000-01-01,2009-01-01,3000-01-01,1000-01-01,3000-01-01,"S01","KIMSA-Tarif","S01","KIMSA-Tarif","S01","KIMSA-Tarif","S01","KIMSA-Tarif","","","","","","","","","","","","","S01","-10111","-53800","-53853","",,,,,,"",0,"","",3000-01-01,"","",""
770,"618",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.612281000,2016-07-23 10:18:29.612281000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",2012-01-01,3000-01-01,2012-01-01,3000-01-01,1000-01-01,3000-01-01,"P01","KIMPA-Tarif","P01","KIMPA-Tarif","P01","KIMPA-Tarif","P01","KIMPA-Tarif","","","","","","","","","","","","","P01","-10111","-53800","-53853","",,,,,,"",0,"","",3000-01-01,"","",""
821,"661",-608,2016-09-23 15:37:42.210969000,"P.-31001","",2016-09-23 15:37:42.210969000,2016-09-23 15:37:42.210969000,"DHaramincic","DHaramincic",3000-01-01 00:00:00.000000000,"",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"570","Leistungsorientierte Abgeltung der Apothekerleistungen (LOA)","570","Leistungsorientierte Abgeltung der Apothekerleistungen (LOA)","570","Leistungsorientierte Abgeltung der Apothekerleistungen (LOA)","570","Leistungsorientierte Abgeltung der Apothekerleistungen (LOA)","570","Leistungsorientierte Abgeltung der Apothekerleistungen (LOA)","","","","","","","","","","","570","-10110","-53801","-53853","1.0.0",,,,,,"",0,"","",3000-01-01,"","",""
822,"662",-608,2016-09-23 15:39:15.523932000,"P.-31001","",2016-09-23 15:39:15.523932000,2016-09-23 15:39:15.523932000,"DHaramincic","DHaramincic",3000-01-01 00:00:00.000000000,"",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"510","Schweiz. Tarif für Ernährungsberatung (SVDE)","510","Schweiz. Tarif für Ernährungsberatung (SVDE)","510","Schweiz. Tarif für Ernährungsberatung (SVDE)","510","Schweiz. Tarif für Ernährungsberatung (SVDE)","510","Schweiz. Tarif für Ernährungsberatung (SVDE)","","","","","","","","","","","510","-10110","-53801","-53851","1.0.0",,,,,,"",0,"","",3000-01-01,"","",""
631,"493",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.062558000,2016-07-23 10:18:29.062558000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"324","Schweiz. Chiropraktoren-Tarif","324","Schweiz. Chiropraktoren-Tarif","324","Schweiz. Chiropraktoren-Tarif","324","Schweiz. Chiropraktoren-Tarif","","","","","","","","","","","","","324","-10110","-53801","-53851","1.0.0",,270,7977502,,,"",0,"","",3000-01-01,"","",""
632,"494",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.067578000,2016-07-23 10:18:29.067578000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"318","Analysenliste Liechtenstein","318","Analysenliste Liechtenstein","318","Analysenliste Liechtenstein","318","Analysenliste Liechtenstein","","","","","","","","","","","","","318","-10110","-53801","-53853","01",,2876,9672505,,,"",0,"","",3000-01-01,"","",""
634,"496",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.075297000,2016-07-23 10:18:29.075297000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"280","Tarif Auslandrechnungen (Sozialversicherungsabkommen)","280","Tarif Auslandrechnungen (Sozialversicherungsabkommen)","280","Tarif Auslandrechnungen (Sozialversicherungsabkommen)","280","Tarif Auslandrechnungen (Sozialversicherungsabkommen)","","","","","","","","","","","","","280","-10110","-53801","-53853","01",,2317,9768810,,,"",0,"","",3000-01-01,"","",""
635,"497",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.078986000,2016-07-23 10:18:29.078986000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"273","Arzt Tarif Liechtenstein","273","Arzt Tarif Liechtenstein","273","Arzt Tarif Liechtenstein","273","Arzt Tarif Liechtenstein","","","","","","","","","","","","","273","-10110","-53801","-53851","01",,2395,9352241,,,"",0,"","",3000-01-01,"","",""
636,"498",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.083127000,2016-07-23 10:18:29.083127000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"272","Arzt Tarif Liechtenstein","272","Arzt Tarif Liechtenstein","272","Arzt Tarif Liechtenstein","272","Arzt Tarif Liechtenstein","","","","","","","","","","","","","272","-10110","-53801","-53851","01",,1767,5010392,,,"",0,"","",3000-01-01,"","",""
637,"21",-608,2016-08-08 14:57:04.031648000,"P.-255612","",2016-07-23 10:18:29.087236000,2016-07-23 10:18:29.087236000,"FStofer","FStofer",2016-08-08 14:57:04.031648000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"011","Zusatzentgelte-Katalog (SwissDRG)","011","Zusatzentgelte-Katalog (SwissDRG)","011","Rémunérations supplémentaires (SwissDRG)","011","Compensi supplementi (SwissDRG)","","","","","","","","","","","","","011","-10110","-53801","-53853","01",,3154,8841150,,,"",0,"","",3000-01-01,"","",""
638,"499",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.454080000,2016-07-23 10:18:29.092039000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,1999-12-31,1000-01-01,1999-12-31,"334","Tarif für Krankenschwestern und-pfleger SBK nach UV/MV/IV","334","Tarif für Krankenschwestern und-pfleger SBK nach UV/MV/IV","334","Tarif für Krankenschwestern und-pfleger SBK nach UV/MV/IV","334","Tarif für Krankenschwestern und-pfleger SBK nach UV/MV/IV","","","","","","","","","","","","","334","-10110","-53801","-53853","01",,2424,10425887,,,"",0,"","",3000-01-01,"","",""
639,"500",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.095938000,2016-07-23 10:18:29.095938000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"407","Übrige Leistungen nicht in offiziellen Tarifen definiert (Paramedizin KVG/VVG)","407","Übrige Leistungen nicht in offiziellen Tarifen definiert (Paramedizin KVG/VVG)","407","Übrige Leistungen nicht in offiziellen Tarifen definiert (Paramedizin KVG/VVG)","407","Übrige Leistungen nicht in offiziellen Tarifen definiert (Paramedizin KVG/VVG)","","","","","","","","","","","","","407","-10110","-53801","-53853","01",,1185,8989607,,,"",0,"","",3000-01-01,"","",""
640,"501",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.100133000,2016-07-23 10:18:29.100133000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"405","Ergänzungen zu den Medizinal-Tarifen","405","Ergänzungen zu den Medizinal-Tarifen","405","Ergänzungen zu den Medizinal-Tarifen","405","Ergänzungen zu den Medizinal-Tarifen","","","","","","","","","","","","","405","-10110","-53801","-53853","1.0.0",,348,7977683,,,"",0,"","",3000-01-01,"","",""
641,"502",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.522384000,2016-07-23 10:18:29.104723000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,2003-12-31,1000-01-01,2003-12-31,"552","Tarif Hebammenleistungen Spital (H+), TP","552","Tarif Hebammenleistungen Spital (H+), TP","552","Tarif Hebammenleistungen Spital (H+), TP","552","Tarif Hebammenleistungen Spital (H+), TP","","","","","","","","","","","","","552","-10110","-53801","-53851","01",,693,5009934,,,"",0,"","",3000-01-01,"","",""
643,"504",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.509008000,2016-07-23 10:18:29.111882000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,2010-12-31,1000-01-01,2010-12-31,"532","Pflegeleistungen ambulant","532","Pflegeleistungen ambulant","532","Pflegeleistungen ambulant","532","Pflegeleistungen ambulant","","","","","","","","","","","","","532","-10110","-53801","-53853","01",,1380,8817163,,,"",0,"","",3000-01-01,"","",""
644,"505",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.115356000,2016-07-23 10:18:29.115356000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"550","Schweiz. Hebammentarif","550","Schweiz. Hebammentarif","550","Schweiz. Hebammentarif","550","Schweiz. Hebammentarif","","","","","","","","","","","","","550","-10110","-53801","-62839","01",,3236,5000311,,,"",0,"","",3000-01-01,"","",""
645,"506",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.118939000,2016-07-23 10:18:29.118939000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"002","Tarmed Pauschalen","002","Tarmed Pauschalen","002","Tarmed Pauschalen","002","Tarmed Pauschalen","","","","","","","","","","","","","002","-10110","-53801","-53853","1.0.0",,2957,5006139,,,"",0,"","",3000-01-01,"","",""
646,"507",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.499264000,2016-07-23 10:18:29.122491000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,2001-12-31,1000-01-01,2001-12-31,"515","Schweiz. Tarif für Diabetesberatung im Spitalambulatorium (H+)","515","Schweiz. Tarif für Diabetesberatung im Spitalambulatorium (H+)","515","Schweiz. Tarif für Diabetesberatung im Spitalambulatorium (H+)","515","Schweiz. Tarif für Diabetesberatung im Spitalambulatorium (H+)","","","","","","","","","","","","","515","-10110","-53801","-53851","01",,465,5000094,,,"",0,"","",3000-01-01,"","",""
647,"508",-608,2016-08-08 14:57:27.577185000,"P.-255612","",2016-07-23 10:18:29.126394000,2016-07-23 10:18:29.126394000,"FStofer","FStofer",2016-08-08 14:57:27.577185000,"DHaramincic",1900-01-01,3000-01-01,1900-01-01,3000-01-01,1000-01-01,3000-01-01,"530","Schweiz. Spitex-Rahmentarif","530","Schweiz. Spitex-Rahmentarif","530","Schweiz. Spitex-Rahmentarif","530","Schweiz. Spitex-Rahmentarif","","","","","","","","","","","","","530","-10110","-53801","-53853","01",,719,8060160,,,"",0,"","",3000-01-01,"","",""
