"PKEY","BOID","METABO","LASTUPDATE","PROCESSID","ROWCOMMENT","CREATED","CREATEDUSER","REPLACED","REPLACEDUSER","KURZBEZDT","BEZEICHNUNGDT","KURZBEZEN","BEZEICHNUNGEN","KURZBEZFR","BEZEICHNUNGFR","KURZBEZIT","BEZEICHNUNGIT","KURZBEZ05","BEZEICHNUNG05","KURZBEZ06","BEZEICHNUNG06","KURZBEZ07","BEZEICHNUNG07","KURZBEZ08","BEZEICHNUNG08","KURZBEZ09","BEZEICHNUNG09","KURZBEZ10","BEZEICHNUNG10","INTERNALNAME","SYSTEM_","ITSCOKOKATEGORIE","TIMESEG","ARCHIVETAG","MDBID"
-5740,"-5740",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","SR","SplitRole","SR","Split role","SR","SplitRole","RF","Regola frazionamento","","SplitRole","","","","","","","","","","","SplitRole","1","",,"",""
-1019744,"-1019744",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","ECISPL","Zu berücksichtigende Splits","ECISPL","Splits to be considered","DIAPC","Divisions à prendre en compte","ECISPL","Frazionamenti da considerare","","Zu berücksichtigende Splits","","","","","","","","","","","SplitTypesToConsider","1","",,"",""
-210,"-210",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","Spr.","Sprache","Spr.","Language","Lang","Langue","Lingua","Lingua","","Sprache","","","","","","","","","","","Sprache","1","",,"",""
-500139,"-500139",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","TelMed","Stationär oder Ambulant","TelMed","In-patient or Out-patient","TelMed","Stationnaire ou ambulatoire","TelMed","In ospedale o ambulatoriale","","Stationär oder Ambulant","","","","","","","","","","","StatAmb","0","",,"",""
-510,"-510",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","Status","Status","Status","Status","Statut","Statut","Stato","Stato","","Status","","","","","","","","","","","Status","1","",,"",""
-50120,"-50120",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","STGRP","StatusGroup","STGRP","Status group","STGRP","StatusGroup","GrStat","Gruppo stato","","StatusGroup","","","","","","","","","","","StatusGroup","1","",,"",""
-11025,"-11025",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","STG","StatusGrund","STG","Status reason","MST","Motif du statut","MS","Motivo stato","","StatusGrund","","","","","","","","","","","StatusGrund","0","",,"",""
-50695,"-50695",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","SIK","Status interne Rechnungskontrolle","InInCS","Internal invoice control Status","SAI","Statut audit interne","SCIF","Stato del controllo interno delle fatture","","Status interne Rechnungskontrolle","","","","","","","","","","","StatusInterneRechKontrolle","1","",,"",""
-6590,"-6590",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","Status","Status","Status","Status","Statut","Statut","Stato","Stato","","Status","","","","","","","","","","","Status_Austritt","1","",,"",""
-500109,"-500109",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","SSUV1A","Status SSUV RA1 Datenabzug","SSUV1A","Status of SSUV RA1 Data Extract","SSARA1","Statut SSAA RA1 retrait de données","SSAI1A","Estratto dati stato SSAI RA1","","Status SSUV RA1 Datenabzug","","","","","","","","","","","Status_SSUV_RA1_Datenabzug","1","",,"",""
-500114,"-500114",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","SSUV4A","Status SSUV RA4 Datenabzug","SSUV4A","Status of SSUV RA4 Data Extract","SSARA4","Statut SSAA RA4 retrait de données","SSAI4A","Estratto dati stato SSAI RA4","","Status SSUV RA4 Datenabzug","","","","","","","","","","","Status_SSUV_RA4_Datenabzug","1","",,"",""
-9400,"-9400",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","StgBrf","StellungImBeruf","StgBrf","Post","SiProf","Situation professionnelle","PosPro","Posizione professionale","","StellungImBeruf","","","","","","","","","","","StellungImBeruf","0","",,"",""
-9480,"-9480",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","Stellu","Stellungsnahme","Stellu","Opinion","PrPos","Prise de position","Parere","Presa di posizione","","Stellungnahme","","","","","","","","","","","Stellungsnahme","0","",,"",""
-10570,"-10570",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","StkSta","Steuerkarte Status","StkSta","Tax card status","StatIM","Statut de la carte d'impôt","ScFiSt","Scheda fiscale, stato","","Steuerkarte Status","","","","","","","","","","","SteuerkarteStatus","1","",,"",""
-500167,"-500167",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","steaus","Steuernachweis Auswahl","steaus","Tax statement selection","steaus","Sélection de l'attestation fiscale","steaus","Selezione certificato fiscale","","Steuernachweis Auswahl","","","","","","","","","","","SteuernachweisAuswahl","1","",,"",""
-1890,"-1890",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","Storni","Storniert","Canc","Cancelled","Extoun","Extourné","storna","Stornato","","Storniert","","","","","","","","","","","Storniert","1","",,"",""
-9910,"-9910",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","Storno","StornoMoeglich","Revers","Reversal possible","Extoup","Extourne possible","Storno","Storno possibile","","StornoMoeglich","","","","","","","","","","","StornoMoeglich","1","",,"",""
-50376,"-50376",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","STVERH","Strassenverhältnisse","STVERH","Road conditions","CDCIR","Conditionsdecirculation","STVERH","Condizioni stradali","","Straßenverhältnisse","","","","","","","","","","","Strassenverh","1","",,"",""
-50329,"-50329",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","SEvalB","StufenEvalBasis","SEvalB","LevelsEvalBasis","BaEvNv","Based'EvalNiv","SEvalB","Base valutazione livelli","","StufenEvalBasis","","","","","","","","","","","StufenEvalBasis","1","",,"",""
-50292,"-50292",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","SuchF","Suchfilter LERB Gruppe Lerb Übersicht","SrchF","Search filter CPRVDR Group CarePrv overview","FiRech","Aperçu du filtre de recherche groupe FPREST","SuchF","Panoramica gruppo FP filtro di ricerca FP","","Suchfilter LERB Gruppe Lerb Übersicht","","","","","","","","","","","SuchFilter","1","",,"",""
-50483,"-50483",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","SUCHAB","Such-Abrechnungstyp","SUCHAB","Search-Settlement type","RECTAC","Recherche du type de décompte","SUCHAB","Ricerca del tipo di conteggio","","Such-Abrechnungstyp","","","","","","","","","","","Such_Abrechnungstyp","0","",,"",""
-50436,"-50436",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","SC","SurgeCode","SC","Surge Code","SC","SurgeCode","SC","Codice chirurgia","","SurgeCode","","","","","","","","","","","SurgeCode","0","",,"",""
-1019722,"-1019722",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","DIAGUL","SwissDRG Gültigkeit Diagnose","DIAVAL","SwissDRG Diagnosis Validity","VALDIG","SwissDRG validité du diagnostic","VALDIA","Validità diagnosi swissDRG","","SwissDRG Gültigkeit Diagnose","","","","","","","","","","","SwissDRGDiagValidity","1","",,"",""
-1019721,"-1019721",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","AGWVRW","SwissDRG Aufnahmegewicht Verwendung","WGTUSE","SwissDRG Use weight at admission","AGWVRW","SwissDRG poids à l'admission utilisation","UPADRG","Utilizzazione peso all'accettazione swissDRG","","SwissDRG Aufnahmegewicht Verwendung","","","","","","","","","","","SwissDRGEntryWeightUsage","1","",,"",""
-1019720,"-1019720",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","AGWGUL","SwissDRG Gültigkeit Aufnahmegewicht","WGTVAL","SwissDRG weight at admission validity","AGWGUL","SwissDRG poids à l'admission validité","VPADRG","Validità peso all'accettazione swissDRG","","SwissDRG Gültigkeit Aufnahmegewicht","","","","","","","","","","","SwissDRGEntryWeightValidity","1","",,"",""
-1019689,"-1019689",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","sdrf","SwissDRGGrouperRueckgabeFeld","sdrf","Swiss DRG Group Return Field","sdrf","Champ de retour SwissDRGGrouper","sdrf","Campo restituzione grouper swissDRG","","SwissDRGGrouperRueckgabeFeld","","","","","","","","","","","SwissDRGGrouperRueckgabeFeld","1","",,"",""
-50818,"-50818",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","grprsp","SwissDRG-Grouper Katalogversion","grprsp","SwissDRG Grouper catalogue version","VKSDG","Version du catalogue SwissDRG Grouper","grprsp","Versione del catalogo grouper SwissDRG","","SwissDRG-Grouper Katalogversion","","","","","","","","","","","SwissDRGGrouperSpec","0","",,"",""
-1019719,"-1019719",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","GRPSTA","SwissDRG Grouper-Status","GRPSTA","SwissDRG Group-Status","GRPSTA","SwissDRG StatutGrouper","STSDRG","Stato grouper swissDRG","","SwissDRG Grouper-Status","","","","","","","","","","","SwissDRGGrouperState","1","",,"",""
-1019754,"-1019754",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","DRGLET","SwissDRG Leistungserbringer-Typ","DRGCPT","SwissDRG care provider type","TFPDRG","Type de fourn. de prest. SwissDRG","TFPDRG","Tipo di fornitore di prestazioni SwissDRG","","SwissDRG Leistungserbringer-Typ","","","","","","","","","","","SwissDRGLerbTyp","1","",,"",""
-1019723,"-1019723",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","HDGSTA","SwissDRG Status Hauptdiagnose","MDGSTA","SwissDRG Main diagnosis status","HDGSTA","SwissDRG statut diagnostic principal","SDPDRG","Stato diagnosi principale swissDRG","","SwissDRG Status Hauptdiagnose","","","","","","","","","","","SwissDRGMainDiagState","1","",,"",""
-1019727,"-1019727",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","PRZSTA","SwissDRG Status Prozedur","PRCSTA","SwissDRG Procedure status","PRZSTA","SwissDRG statut procédé","STPDRG","Stato procedura swissDRG","","SwissDRG Status Prozedur","","","","","","","","","","","SwissDRGProcState","1","",,"",""
3122,"23",-9,2021-01-19 11:41:54.322713000,"P.-207901","",2021-01-19 11:41:54.322713000,"admin",3000-01-01 00:00:00.000000000,"","ALTOKP","Altersgruppe OKP","ALTOKP","Altersgruppe OKP","AGEAOS","Groupe d'âge AOS","ALTOKP","Altersgruppe OKP","","","","","","","","","","","","","CT_ALTERSGRUPPE_OKP","0","",,"",""
-1019724,"-1019724",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","PRZVRW","SwissDRG Verwendung Prozedur","PRCUSE","SwissDRG Procedure use","PRZVRW","SwissDRG utilisation procédé","PUSDRG","Procedura utilizzazione swissDRG","","SwissDRG Verwendung Prozedur","","","","","","","","","","","SwissDRGProcUsage","1","",,"",""
-1019728,"-1019728",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","PRZGUL","SwissDRG Gültigkeit Prozedur","PRCVAL","SwissDRG Procedure Validity","PRZGUL","SwissDRG validité procédé","PVSDRG","Procedura validità swissDRG","","SwissDRG Gültigkeit Prozedur","","","","","","","","","","","SwissDRGProcValidity","1","",,"",""
-50482,"-50482",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","ZSRQUP","SyrZSRQualiPath","ZSRQUP","Syr ZSR Quali Path","ZSRQUP","SyrZSRQualiPath","ZSRQUP","Percorso qualifica ZSR Syrius","","SyrZSRQualiPath","","","","","","","","","","","SyrZSRQualiPath","1","",,"",""
-50557,"-50557",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","AswKat","Führerausweiskategorie","AswKat","Driver licence category","CatPer","Catégorie du permis de circulation","AswKat","Categoria di licenza di condurre","","Führerausweiskategorie","","","","","","","","","","","Sysdef_Fuehrerausweiskategorie","1","",,"",""
-2010,"-2010",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","TGAuss","TGAussteuerung","TGRej","TG rejection","TGEpui","Épuisement du droit TG","EsauIG","Esaurimento IG","","TGAussteuerung","","","","","","","","","","","TGAussteuerung","1","",,"",""
-9900,"-9900",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","TGFVUE","TGFristVerBeiUE","TGPPUE","TGPerPolatUE","DTGTUE","Délai TG trait. chez UE","TGFVUE","Prolungamento termine per inden. giorn. in caso UE","","TGFristVerBeiUE","","","","","","","","","","","TGFristVerBeiUE","1","",,"",""
-5560,"-5560",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","TGLST","TG-Leistungtype","TGLST","TG benefit type","TYPTG","Type de prestation TG","PrIG","Tipo di prestazione IG","","TG-Leistungtype","","","","","","","","","","","TGLstType","1","",,"",""
-1110,"-1110",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","TG_Reg","TG_Region","TG_Reg","TG_Region","TG_Reg","TG_région","TG_Reg","TG_Regione","","TG_Region","","","","","","","","","","","TG_Region","1","",,"",""
-1100,"-1100",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","TI_Reg","TI_Region","TI_Reg","TI_Region","TI_Reg","TI_région","TI_Reg","TI_Regione","","TI_Region","","","","","","","","","","","TI_Region","1","",,"",""
-50383,"-50383",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","TZIM","TarifZifferImportMode","TZIM","Tarrif Code Import Mode","MIMPCT","ModeImportChiffreTarif","TZIM","Modalità importazione cifra tariffa","","TarifZifferImportMode","","","","","","","","","","","TZImportMode","0","",,"",""
-1340,"-1340",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","Taggel","Taggeld","DailAl","Daily allowance","InJour","Indemnité journalière","IG","Indennità giornaliera","","Taggeld","","","","","","","","","","","Taggeld","1","",,"",""
-1810,"-1810",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","Fristv","Fristverlängerung bei Taggeld","ExtnDA","Extension of time limit for daily allowance","ProDe","Prorogation du délai en cas d'indemnités journ.","Fristv","Proroga termine in caso di indennità giornaliera","","Fristverlängerung bei Taggeld","","","","","","","","","","","TaggeldFristProlong","1","",,"",""
-1360,"-1360",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","Taggel","Taggeld Kriterium","DailAl","Criterion for daily allowance","InJouC","Critère des indemnités journalières","IG","Criterio per indennità giornaliera","","Taggeld Kriterium","","","","","","","","","","","TaggeldKriterium","1","",,"",""
-1760,"-1760",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","TL","Taggeld Leistung","TL","Daily allowance benefit","PIJ","Prestation de l'indemnité journalière","PIG","Prestazione per indennità giornaliera","","Taggeld Leistung","","","","","","","","","","","TaggeldLstTyp","1","",,"",""
-5190,"-5190",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","Tarife","Tarifeinheit","TarifU","Tariff unit","UPR","Unité de prime","Tariff","Unità tariffaria","","Tarifeinheit","","","","","","","","","","","TarUnit","1","",,"",""
-50288,"-50288",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","talt","TarifAnalogieTyp","talt","TariffAnalogyType","talt","Type analogie tarif.","talt","Tipo analogia tariffaria","","TarifAnalogieTyp","","","","","","","","","","","TarifAnalogieTyp","1","",,"",""
-9020,"-9020",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","TDQCd","TarifDatenQuelleCode","TDQCd","Tariff data source code","CSDP","Code source des données des primes","CFT","Codice fonte tariffaria","","TarifDatenQuelleCode","","","","","","","","","","","TarifDatenQuelleCode","1","",,"",""
-50385,"-50385",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","TETP","TarifElementTyp","TETP","Tarrif Element Type","TYELTA","TypeElementTarif","TETP","Tipo elemento tariffario","","TarifElementTyp","","","","","","","","","","","TarifElementTyp","1","",,"",""
-50475,"-50475",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","tgf","TarifGalenischeForm","tgf","Tariff Galenics Type","tgf","TarifFormGalénique","tgf","Tariffa forma galenica","","TarifGalenischeForm","","","","","","","","","","","TarifGalenischeForm","0","",,"",""
-50295,"-50295",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","tgatr","TarifGruppeArt","tgatr","TariffGroupType","tgatr","Gen.groupe tarif.","tgatr","Genere gruppo tariffario","","TarifGruppeArt","","","","","","","","","","","TarifGruppeArt","1","",,"",""
-11398,"-11398",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","TarifG","TarifGruppeErsteller","TarifG","Tariff Group Creator","Auprim","Auteur du groupe de prime","TarifG","Gruppo allestimento tariffa","","TarifGruppeErsteller","","","","","","","","","","","TarifGruppeErsteller","1","",,"",""
-11397,"-11397",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","TarifG","TarifGruppeTyp","TarifG","Tariff Group Type","Typrim","Type du groupe de prime","TarifG","Tipo gruppo tariffario","","TarifGruppeTyp","","","","","","","","","","","TarifGruppeTyp","0","",,"",""
-50392,"-50392",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","tica","TarifImportCheckAction","tica","TarifImportCheckAction","tica","TarifImportCheckAction","tica","Azione di controllo importazione tariffa","","TarifImportCheckAction","","","","","","","","","","","TarifImportCheckAction","1","",,"",""
-50393,"-50393",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","tical","TarifImportCheckArbList","tical","TarifImportCheckArbList","tical","TarifImportCheckArbList","tical","Lista di lavoro controllo importazione tariffa","","TarifImportCheckArbList","","","","","","","","","","","TarifImportCheckArbList","1","",,"",""
-50395,"-50395",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","timt","TarifImportCheckMutation","timt","TarifImportCheckMutation","timt","TarifImportCheckMutation","timt","Modifica controllo importazione tariffa","","TarifImportCheckMutation","","","","","","","","","","","TarifImportCheckMutation","1","",,"",""
-50391,"-50391",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","ticp","TarifImportCheckPlace","ticp","TarifImportCheckPlace","ticp","TarifImportCheckPlace","ticp","Posizione controllo importazione tariffa","","TarifImportCheckPlace","","","","","","","","","","","TarifImportCheckPlace","1","",,"",""
-50381,"-50381",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","TISS","TarifImportCheckState","TISS","Tarrif Import Check State","TICS","TarifImportCheckState","TISS","Stato verifica importazione tariffa","","TarifImportCheckState","","","","","","","","","","","TarifImportCheckState","1","",,"",""
-50394,"-50394",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","tict","TarifImportCheckTyp","tict","TarifImportCheckTyp","tict","TarifImportCheckType","tict","Tipo controllo importazione tariffa","","TarifImportCheckTyp","","","","","","","","","","","TarifImportCheckTyp","1","",,"",""
-50286,"-50286",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","gdme","MassEinheit","gdme","MeasureUnit","gdme","Unité de mesure","gdme","Unità di misura","","MassEinheit","","","","","","","","","","","TarifMassEinheiten","0","",,"",""
-50536,"-50536",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","tmpt","TarifMiGelPreisTyp","tmpt","RateMiGelPriceType","tmpt","TypePirxTarifMiGe","tmpt","Tipo prezzo tariffa MiGel","","TarifMiGelPreisTyp","","","","","","","","","","","TarifMiGelPreisTyp","1","",,"",""
-50476,"-50476",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","tpe","TarifPackEinheit","tpe","Tariff Pack Unit","tpe","TarifUnitéPaq","tpe","Unità pacchetto tariffa","","TarifPackEinheit","","","","","","","","","","","TarifPackEinheit","0","",,"",""
-50532,"-50532",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","tphk","TarifPreisHerkunft","tphk","TariffPriceOrigin","tphk","TarifPrixProvenanc","tphk","Origine prezzo tariffale","","TarifPreisHerkunft","","","","","","","","","","","TarifPreisHerkunft","1","",,"",""
-11399,"-11399",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","TarifP","TarifPreisTyp","TarifP","Tariff Price Type","TPPrim","Type du prix du prime","TarifP","Tipo prezzo tariffa","","TarifPreisTyp","","","","","","","","","","","TarifPreisTyp","0","",,"",""
-9040,"-9040",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","TTPT","TarifTaxPunktTyp","TTPT","Tariff tax point type","PTGP","PrimeTax Genre point","TTPT","Tipo di tariffa a punti","","TarifTaxPunktTyp","","","","","","","","","","","TarifTaxPunktTyp","1","",,"",""
-50363,"-50363",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","TaZIF","Kontext: Tarifziffer","TaZIF","Tarrif Code Context","CGTCTX","Contexte: Chiffre tarif","CTCTX","Contesto: cifra tariffale","","Kontext: Tarifziffer","","","","","","","","","","","TarifZifferContext","1","",,"",""
-50471,"-50471",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","tzfn","TarifZifferFound","tzfn","Tariff Code Found","ptfn","PointTarifaireFond","tzfn","Trovato cifra tariffale","","TarifZifferFound","","","","","","","","","","","TarifZifferFound","1","",,"",""
-50473,"-50473",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","tzmima","TarifZifferPreisMinMax","tzmima","Tariff Code Price min max","ptmima","PrixPointTarifaireMinMax","tzmima","Prezzo minimo/massimo cifra tariffale","","TarifZifferPreisMinMax","","","","","","","","","","","TarifZifferPreisMinMax","1","",,"",""
-11400,"-11400",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","TarifZ","TarifZusatzInfoTyp","tcode","Tariff Addition Info Type","TIPRI","Type info supp. prime","TarifZ","Tipo informazioni supplementari tariffarie","","TarifZusatzInfoTyp","","","","","","","","","","","TarifZusatzInfoTyp","1","",,"",""
-1750,"-1750",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","TS","Tarifstufe","TS","Tariff level","DP","Degré de prime","LT","Livello tariffario","","Tarifstufe","","","","","","","","","","","Tarifstufe","1","",,"",""
-11393,"-11393",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","Tarmed","TarmedBehandlungsart","TarmTT","Tarmed Treatment Type","Tarmed","Genre de traitement Tarmed","Tarmed","Genere di cura Tarmed","","TarmedBehandlungsart","","","","","","","","","","","TarmedBehandlungsart","1","",,"",""
-50344,"-50344",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","tltyp","TarmedLstgTyp","tltyp","TarmedLstgType","tltyp","TypePrestTarmed","tltyp","Tipo di prestazione Tarmed","","TarmedLstgTyp","","","","","","","","","","","TarmedLstgTyp","1","",,"",""
-50345,"-50345",-9,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","tlza","TarmedLstgZusArt","tlza","TarmedLstgAddType","tlza","Genre PrestTarmedSupp.","tlza","Genere di prestazione supplementare Tarmed","","TarmedLstgZusArt","","","","","","","","","","","TarmedLstgZusArt","1","",,"",""
