"PKEY","BOID","METABO","LASTUPDATE","PROCESSID","ROWCOMMENT","CREATED","BIZCREATED","CREATEDUSER","BIZUSER","REPLACED","REPLACEDUSER","GUELTAB","GUELTBIS","STATEFROM","STATEUPTO","STATEBEGIN","STATEEND","KURZBEZDT","BEZEICHNUNGDT","KURZBEZEN","BEZEICHNUNGEN","KURZBEZFR","BEZEICHNUNGFR","KURZBEZIT","BEZEICHNUNGIT","KURZBEZ05","BEZEICHNUNG05","KURZBEZ06","BEZEICHNUNG06","KURZBEZ07","BEZEICHNUNG07","KURZBEZ08","BEZEICHNUNG08","KURZBEZ09","BEZEICHNUNG09","KURZBEZ10","BEZEICHNUNG10","INTERNALNAME","AKTIV","TARIFGRUPPETYP","TARIFGRPERSTELLER","TARIFGRUPPEART","QUALIPRUEFMOEGL","CODE","BESCHREIBUNGDT","BESCHREIBUNGEN","BESCHREIBUNGFR","BESCHREIBUNGIT","BESCHREIBUNG05","BESCHREIBUNG06","BESCHREIBUNG07","BESCHREIBUNG08","BESCHREIBUNG09","BESCHREIBUNG10","LASTMUTATION","TAEL_ID","REGINTERNGENERELL","TIMESEG","ARCHIVETAG","MDBID"
1953,"1599",-1083,2014-01-21 11:37:03.850162000,"B.144","",2014-01-21 11:37:03.850162000,2014-01-21 11:37:03.850162000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,2001-01-01,2007-12-31,1000-01-01,3000-01-01,"30.02.","Technische Grundleistungen: konventionelles Röntgen, Osteodensitometrie","30.02.","Technische Grundleistungen: konventionelles Röntgen, Osteodensitometrie","30.02.","Prestations de base techniques: radiologie conventionnelle, densitométrie osseuse","30.02.","Prestazioni tecniche di base: radiologia convenzionale, densitometria ossea","","","","","","","","","","","","","K_001_30.02.10.01","-10110","-49993","-63029","-62331","-10110","30.02.10.01","","","","","","","","","","",,7878906,"-62241",3000-01-01,"",""
1954,"1600",-1083,2014-01-21 11:37:03.850169000,"B.144","",2014-01-21 11:37:03.850169000,2014-01-21 11:37:03.850169000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,2001-01-01,3000-01-01,1000-01-01,3000-01-01,"20.05","Bauchhöhle, Mesenterium","20.05","Bauchhöhle, Mesenterium","20.05","Cavité abdominale, mésentère","20.05","Cavo addominale, mesentere","","","","","","","","","","","","","K_001_20.05","-10110","-49993","-63029","-62331","-10110","20.05","","","","","","","","","","",,7878447,"-62241",3000-01-01,"",""
1958,"1603",-1083,2014-01-21 11:37:04.031177000,"B.144","",2014-01-21 11:37:04.031177000,2014-01-21 11:37:04.031177000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,2001-01-01,2007-12-31,1000-01-01,3000-01-01,"30.06.","Angiografie: Spezielles","30.06.","Angiografie: Spezielles","30.06.","Angiographie: cas spéciaux","30.06.","Angiografia: casi speciali","","","","","","","","","","","","","K_001_30.06.06","-10110","-49993","-63029","-62331","-10110","30.06.06","","","","","","","","","","",,7879062,"-62241",3000-01-01,"",""
1960,"1605",-1083,2014-01-21 11:37:04.216335000,"B.144","",2014-01-21 11:37:04.216335000,2014-01-21 11:37:04.216335000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,2001-01-01,2007-12-31,1000-01-01,3000-01-01,"30.03.","Fachärztliche Zuschläge für Ultraschall","30.03.","Fachärztliche Zuschläge für Ultraschall","30.03.","Suppléments pour spécialistes pour ultrasons","30.03.","Supplementi medico-specialistici di ultrasonologia","","","","","","","","","","","","","K_001_30.03.09","-10110","-49993","-63029","-62331","-10110","30.03.09","","","","","","","","","","",,7878969,"-62241",3000-01-01,"",""
1961,"1606",-1083,2014-01-21 11:37:04.217050000,"B.144","",2014-01-21 11:37:04.217050000,2014-01-21 11:37:04.217050000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,2001-01-01,3000-01-01,1000-01-01,3000-01-01,"20.06","Zwerchfell, Magen, Duodenum","20.06","Zwerchfell, Magen, Duodenum","20.06","Diaphragme, estomac, duodénum","20.06","Diaframma, stomaco, duodeno","","","","","","","","","","","","","K_001_20.06","-10110","-49993","-63029","-62331","-10110","20.06","","","","","","","","","","",,7878450,"-62241",3000-01-01,"",""
1964,"1609",-1083,2014-01-21 11:37:04.401020000,"B.144","",2014-01-21 11:37:04.401020000,2014-01-21 11:37:04.401020000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,2001-01-01,2006-03-31,1000-01-01,2006-03-31,"30.06.","Perkutane transhepatische Cholangiografie (PTC), Nephrostomie","30.06.","Perkutane transhepatische Cholangiografie (PTC), Nephrostomie","30.06.","Cholangiographie transhépathique percutanée, néphrostomie","30.06.","Colangiografia percutanea transepatica {CPT}, nefrostomia","","","","","","","","","","","","","K_001_30.06.07","-10110","-49993","-63029","-62331","-10110","30.06.07","","","","","","","","","","",,7879065,"-62241",3000-01-01,"",""
1965,"1609",-1083,2014-01-21 11:37:04.401020000,"B.144","",2014-01-21 11:37:04.401020000,2014-01-21 11:37:04.401020000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,2006-04-01,2007-12-31,2006-04-01,3000-01-01,"30.06.","Perkutane transhepatische Cholangiografie ({PTC}), Nephrostomie","30.06.","Perkutane transhepatische Cholangiografie ({PTC}), Nephrostomie","30.06.","Cholangiographie transhépathique percutanée ({CTP}), néphrostomie","30.06.","Colangiografia percutanea transepatica {CPT}, nefrostomia","","","","","","","","","","","","","K_001_30.06.07","-10110","-49993","-63029","-62331","-10110","30.06.07","","","","","","","","","","",,7879065,"-62241",3000-01-01,"",""
2024,"1658",-1083,2014-01-21 11:37:08.329426000,"B.144","",2014-01-21 11:37:08.329426000,2014-01-21 11:37:08.329426000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,2001-01-01,3000-01-01,1000-01-01,3000-01-01,"32.06","Radioonkologie, Strahlentherapie: Ganzkörper-Bestrahlung","32.06","Radioonkologie, Strahlentherapie: Ganzkörper-Bestrahlung","32.06","Radio-oncologie, radiothérapie: irradiation corporelle totale","32.06","Radiooncologia, radioterapia: irradiazione total body","","","","","","","","","","","","","K_001_32.06","-10110","-49993","-63029","-62331","-10110","32.06","","","","","","","","","","",,7879134,"-62241",3000-01-01,"",""
2021,"1655",-1083,2014-01-21 11:37:08.329482000,"B.144","",2014-01-21 11:37:08.329482000,2014-01-21 11:37:08.329482000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,2001-01-01,3000-01-01,1000-01-01,3000-01-01,"28","Anästhesie","28","Anästhesie","28","Anesthésie","28","Anestesia","","","","","","","","","","","","","K_001_28","-10110","-49993","-63029","-62331","-10110","28","","","","","","","","","","",,7878840,"-62241",3000-01-01,"",""
2030,"1662",-1083,2014-01-21 11:37:08.730657000,"B.144","",2014-01-21 11:37:08.730657000,2014-01-21 11:37:08.730657000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,2001-01-01,3000-01-01,1000-01-01,3000-01-01,"32.07","Radioonkologie, Strahlentherapie: Hyperthermie","32.07","Radioonkologie, Strahlentherapie: Hyperthermie","32.07","Radio-oncologie, radiothérapie: hyperthermie","32.07","Radiooncologia, radioterapia: ipertermia","","","","","","","","","","","","","K_001_32.07","-10110","-49993","-63029","-62331","-10110","32.07","","","","","","","","","","",,7879137,"-62241",3000-01-01,"",""
2031,"1663",-1083,2014-01-21 11:37:08.730800000,"B.144","",2014-01-21 11:37:08.730800000,2014-01-21 11:37:08.730800000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,2001-01-01,3000-01-01,1000-01-01,3000-01-01,"20.15","Pankreas","20.15","Pankreas","20.15","Pancréas","20.15","Pancreas","","","","","","","","","","","","","K_001_20.15","-10110","-49993","-63029","-62331","-10110","20.15","","","","","","","","","","",,7878477,"-62241",3000-01-01,"",""
2040,"1669",-1083,2014-01-21 11:37:09.311209000,"B.144","",2014-01-21 11:37:09.311209000,2014-01-21 11:37:09.311209000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,2008-01-01,3000-01-01,1000-01-01,3000-01-01,"39.02.","Röntgen: Durchleuchtungen, Urogramme und Cholangiogramme","39.02.","Röntgen: Durchleuchtungen, Urogramme und Cholangiogramme","39.02.","Radiologie: radioscopie, urographie et cholangiographie","39.02.","Radiografia: radioscopie, urogrammi e colangiogrammi","","","","","","","","","","","","","K_001_39.02.02","-10110","-49993","-63029","-62331","-10110","39.02.02","","","","","","","","","","",,7879257,"-62241",3000-01-01,"",""
2043,"1672",-1083,2014-01-21 11:37:09.316162000,"B.144","",2014-01-21 11:37:09.316162000,2014-01-21 11:37:09.316162000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,2001-01-01,2006-03-31,1000-01-01,2006-03-31,"30.04","Computer-Tomografie (CT)","30.04","Computer-Tomografie (CT)","30.04","Tomodensitométrie (CT)","30.04","Tomografia computerizzata (TAC)","","","","","","","","","","","","","K_001_30.04","-10110","-49993","-63029","-62331","-10110","30.04","","","","","","","","","","",,7878999,"-62241",3000-01-01,"",""
2045,"1672",-1083,2014-01-21 11:37:09.316162000,"B.144","",2014-01-21 11:37:09.316162000,2014-01-21 11:37:09.316162000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,2006-04-01,2007-12-31,2006-04-01,3000-01-01,"30.04","Computer-Tomografie ({CT})","30.04","Computer-Tomografie ({CT})","30.04","Tomodensitométrie ({CT})","30.04","Tomografia computerizzata ({TAC})","","","","","","","","","","","","","K_001_30.04","-10110","-49993","-63029","-62331","-10110","30.04","","","","","","","","","","",,7878999,"-62241",3000-01-01,"",""
2047,"1674",-1083,2014-01-21 11:37:09.879080000,"B.144","",2014-01-21 11:37:09.879080000,2014-01-21 11:37:09.879080000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,2008-01-01,3000-01-01,1000-01-01,3000-01-01,"39.02.","Röntgen: Durchleuchtungsgestützte Interventionen","39.02.","Röntgen: Durchleuchtungsgestützte Interventionen","39.02.","Radiologie: interventions sous scopie","39.02.","Radiografia: interventistica supportata da radioscopia","","","","","","","","","","","","","K_001_39.02.03","-10110","-49993","-63029","-62331","-10110","39.02.03","","","","","","","","","","",,7879260,"-62241",3000-01-01,"",""
2052,"1678",-1083,2014-01-21 11:37:10.258419000,"B.144","",2014-01-21 11:37:10.258419000,2014-01-21 11:37:10.258419000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2012-05-31,2001-01-01,2012-05-31,1000-01-01,3000-01-01,"29.03","Schmerztherapie, Sympathische Ganglien","29.03","Schmerztherapie, Sympathische Ganglien","29.03","Traitement de la douleur: ganglions sympathiques","29.03","Terapia del dolore, gangli simpatici","","","","","","","","","","","","","K_001_29.03","-10110","-49993","-63029","-62331","-10110","29.03","","","","","","","","","","",,7878849,"-62241",3000-01-01,"",""
2056,"1681",-1083,2014-01-21 11:37:10.834079000,"B.144","",2014-01-21 11:37:10.834079000,2014-01-21 11:37:10.834079000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,2008-01-01,2009-02-28,1000-01-01,2009-02-28,"39.02.","Röntgen: Mammographie","39.02.","Röntgen: Mammographie","39.02.","Radiologie: mammographie","39.02.","Radiografia: mammografia","","","","","","","","","","","","","K_001_39.02.04","-10110","-49993","-63029","-62331","-10110","39.02.04","","","","","","","","","","",,7879263,"-62241",3000-01-01,"",""
2057,"1681",-1083,2014-01-21 11:37:10.834079000,"B.144","",2014-01-21 11:37:10.834079000,2014-01-21 11:37:10.834079000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,2009-03-01,3000-01-01,2009-03-01,3000-01-01,"39.02.","Röntgen: Mammografie","39.02.","Röntgen: Mammografie","39.02.","Radiologie: mammographie","39.02.","Radiografia: mammografia","","","","","","","","","","","","","K_001_39.02.04","-10110","-49993","-63029","-62331","-10110","39.02.04","","","","","","","","","","",,7879263,"-62241",3000-01-01,"",""
2060,"1684",-1083,2014-01-21 11:37:11.030649000,"B.144","",2014-01-21 11:37:11.030649000,2014-01-21 11:37:11.030649000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,2001-01-01,3000-01-01,1000-01-01,3000-01-01,"21.01","Blasenkatheter, Blasenpunktion","21.01","Blasenkatheter, Blasenpunktion","21.01","Sondage vésical, ponction vésicale","21.01","Catetere vescicale, punzione vescicale","","","","","","","","","","","","","K_001_21.01","-10110","-49993","-63029","-62331","-10110","21.01","","","","","","","","","","",,7878486,"-62241",3000-01-01,"",""
2065,"1688",-1083,2014-01-21 11:37:11.619206000,"B.144","",2014-01-21 11:37:11.619206000,2014-01-21 11:37:11.619206000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,2008-01-01,3000-01-01,1000-01-01,3000-01-01,"39.02.","Minimalinvasive Mammaeingriffe","39.02.","Minimalinvasive Mammaeingriffe","39.02.","Interventions mammaires minimalement invasives","39.02.","Intervento mammario minimamente invasivo","","","","","","","","","","","","","K_001_39.02.05","-10110","-49993","-63029","-62331","-10110","39.02.05","","","","","","","","","","",,7879266,"-62241",3000-01-01,"",""
2069,"1692",-1083,2014-01-21 11:37:11.805970000,"B.144","",2014-01-21 11:37:11.805970000,2014-01-21 11:37:11.805970000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,2001-01-01,3000-01-01,1000-01-01,3000-01-01,"29","Schmerztherapie","29","Schmerztherapie","29","Traitement de la douleur","29","Terapia del dolore","","","","","","","","","","","","","K_001_29","-10110","-49993","-63029","-62331","-10110","29","","","","","","","","","","",,7878855,"-62241",3000-01-01,"",""
2074,"1695",-1083,2014-01-21 11:37:12.386790000,"B.144","",2014-01-21 11:37:12.386790000,2014-01-21 11:37:12.386790000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,2008-01-01,3000-01-01,1000-01-01,3000-01-01,"39.02.","Knochendichtebestimmungen: Osteodensitometrien","39.02.","Knochendichtebestimmungen: Osteodensitometrien","39.02.","Densitométrie osseuse","39.02.","Determinazioni della massa ossea: densitometrie ossee","","","","","","","","","","","","","K_001_39.02.06","-10110","-49993","-63029","-62331","-10110","39.02.06","","","","","","","","","","",,7879269,"-62241",3000-01-01,"",""
2079,"1700",-1083,2014-01-21 11:37:12.601774000,"B.144","",2014-01-21 11:37:12.601774000,2014-01-21 11:37:12.601774000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,2001-01-01,2006-03-31,1000-01-01,2006-03-31,"30.05.","MRI: Intervention","30.05.","MRI: Intervention","30.05.","IRM: intervention","30.05.","RM: interventistica","","","","","","","","","","","","","K_001_30.05.04","-10110","-49993","-63029","-62331","-10110","30.05.04","","","","","","","","","","",,7879011,"-62241",3000-01-01,"",""
2081,"1700",-1083,2014-01-21 11:37:12.601774000,"B.144","",2014-01-21 11:37:12.601774000,2014-01-21 11:37:12.601774000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,2006-04-01,2007-12-31,2006-04-01,3000-01-01,"30.05.","{MRI}: Intervention","30.05.","{MRI}: Intervention","30.05.","{IRM}: intervention","30.05.","{IMR}: interventistica","","","","","","","","","","","","","K_001_30.05.04","-10110","-49993","-63029","-62331","-10110","30.05.04","","","","","","","","","","",,7879011,"-62241",3000-01-01,"",""
2082,"1702",-1083,2014-01-21 11:37:12.801947000,"B.144","",2014-01-21 11:37:12.801947000,2014-01-21 11:37:12.801947000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,2001-01-01,3000-01-01,1000-01-01,3000-01-01,"32.01.","Radioonkologie, Strahlentherapie: Grundkonsultation Radiologie","32.01.","Radioonkologie, Strahlentherapie: Grundkonsultation Radiologie","32.01.","Radio-oncologie, radiothérapie: consultation de base en radiologie","32.01.","Radiooncologia, radioterapia: consultazione di base di radiologia","","","","","","","","","","","","","K_001_32.01.01","-10110","-49993","-63029","-62331","-10110","32.01.01","","","","","","","","","","",,7879113,"-62241",3000-01-01,"",""
2028,"1661",-1083,2014-01-21 11:37:08.528833000,"B.144","",2014-01-21 11:37:08.528833000,2014-01-21 11:37:08.528833000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,2001-01-01,3000-01-01,1000-01-01,3000-01-01,"31.03","Szintigrafie","31.03","Szintigrafie","31.03","Scintigraphie","31.03","Scintigrafia","","","","","","","","","","","","","K_001_31.03","-10110","-49993","-63029","-62331","-10110","31.03","","","","","","","","","","",,7879095,"-62241",3000-01-01,"",""
2036,"1667",-1083,2014-01-21 11:37:09.116909000,"B.144","",2014-01-21 11:37:09.116909000,2014-01-21 11:37:09.116909000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,2008-01-01,3000-01-01,1000-01-01,3000-01-01,"39.02.","Röntgen: Untere Extremität","39.02.","Röntgen: Untere Extremität","39.02.","Radiologie: membres inférieurs","39.02.","Radiografia: estremità inferiori","","","","","","","","","","","","","K_001_39.02.01.05","-10110","-49993","-63029","-62331","-10110","39.02.01.05","","","","","","","","","","",,7879251,"-62241",3000-01-01,"",""
2046,"1673",-1083,2014-01-21 11:37:09.694123000,"B.144","",2014-01-21 11:37:09.694123000,2014-01-21 11:37:09.694123000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,2008-01-01,3000-01-01,1000-01-01,3000-01-01,"39.02.","Röntgen: Untersuchung der Organe","39.02.","Röntgen: Untersuchung der Organe","39.02.","Radiologie: examen des organes","39.02.","Radiografia: esame degli organi","","","","","","","","","","","","","K_001_39.02.01","-10110","-49993","-63029","-62331","-10110","39.02.01","","","","","","","","","","",,7879254,"-62241",3000-01-01,"",""
2055,"1680",-1083,2014-01-21 11:37:10.450986000,"B.144","",2014-01-21 11:37:10.450986000,2014-01-21 11:37:10.450986000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,2008-01-01,3000-01-01,1000-01-01,3000-01-01,"39.03.","Ultraschall: Technische Grundleistungen","39.03.","Ultraschall: Technische Grundleistungen","39.03.","Ultrasons: prestations de base techniques","39.03.","Ultrasonografia: prestazioni tecniche di base","","","","","","","","","","","","","K_001_39.03.06","-10110","-49993","-63029","-62331","-10110","39.03.06","","","","","","","","","","",,7879308,"-62241",3000-01-01,"",""
2064,"1687",-1083,2014-01-21 11:37:11.246715000,"B.144","",2014-01-21 11:37:11.246715000,2014-01-21 11:37:11.246715000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,2008-01-01,3000-01-01,1000-01-01,3000-01-01,"39.03","Ultraschall, Dopplersysteme und Interventionen","39.03","Ultraschall, Dopplersysteme und Interventionen","39.03","Ultrasons, systèmes Doppler et interventions","39.03","Ultrasonografia: sistemi Doppler e interventistica","","","","","","","","","","","","","K_001_39.03","-10110","-49993","-63029","-62331","-10110","39.03","","","","","","","","","","",,7879311,"-62241",3000-01-01,"",""
2073,"1694",-1083,2014-01-21 11:37:12.001200000,"B.144","",2014-01-21 11:37:12.001200000,2014-01-21 11:37:12.001200000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,2008-01-01,3000-01-01,1000-01-01,3000-01-01,"39.04.","{CT}: Allgemeines","39.04.","{CT}: Allgemeines","39.04.","{CT}: généralités","39.04.","{TAC}: generalità","","","","","","","","","","","","","K_001_39.04.01","-10110","-49993","-63029","-62331","-10110","39.04.01","","","","","","","","","","",,7879314,"-62241",3000-01-01,"",""
2078,"1699",-1083,2014-01-21 11:37:12.597258000,"B.144","",2014-01-21 11:37:12.597258000,2014-01-21 11:37:12.597258000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,2001-01-01,3000-01-01,1000-01-01,3000-01-01,"34.02","Onkologische Sterilpflege","34.02","Onkologische Sterilpflege","34.02","Soins stériles en oncologie","34.02","Cura infermieristica oncologica (ambiente sterile)","","","","","","","","","","","","","K_001_34.02","-10110","-49993","-63029","-62331","-10110","34.02","","","","","","","","","","",,7879170,"-62241",3000-01-01,"",""
2087,"1707",-1083,2014-01-21 11:37:13.198875000,"B.144","",2014-01-21 11:37:13.198875000,2014-01-21 11:37:13.198875000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,2001-01-01,3000-01-01,1000-01-01,3000-01-01,"21.04","Ureteroskopie retrograd","21.04","Ureteroskopie retrograd","21.04","Urétroscopie rétrograde","21.04","ureteroscopia retrograda","","","","","","","","","","","","","K_001_21.04","-10110","-49993","-63029","-62331","-10110","21.04","","","","","","","","","","",,7878495,"-62241",3000-01-01,"",""
2105,"1721",-1083,2014-01-21 11:37:14.797272000,"B.144","",2014-01-21 11:37:14.797272000,2014-01-21 11:37:14.797272000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,2001-01-01,3000-01-01,1000-01-01,3000-01-01,"21.06","Uroflowmetrie/Zystometrie, Blasentraining, Urodynamik obere Harnwege","21.06","Uroflowmetrie/Zystometrie, Blasentraining, Urodynamik obere Harnwege","21.06","Urodébitmétrie, cystomanométrie, training vésical, urodynamique des voies urinaires supérieures","21.06","uroflussometria/cistomanometria, training vescicale, urodinamica delle vie urinarie superiori","","","","","","","","","","","","","K_001_21.06","-10110","-49993","-63029","-62331","-10110","21.06","","","","","","","","","","",,7878501,"-62241",3000-01-01,"",""
2117,"1731",-1083,2014-01-21 11:37:15.635961000,"B.144","",2014-01-21 11:37:15.635961000,2014-01-21 11:37:15.635961000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,2008-01-01,3000-01-01,1000-01-01,3000-01-01,"39.05.","{MRI}: Allgemeines","39.05.","{MRI}: Allgemeines","39.05.","{IRM}: généralités","39.05.","{IMR}: generalità","","","","","","","","","","","","","K_001_39.05.01","-10110","-49993","-63029","-62331","-10110","39.05.01","","","","","","","","","","",,7879329,"-62241",3000-01-01,"",""
2124,"1737",-1083,2014-01-21 11:37:16.455980000,"B.144","",2014-01-21 11:37:16.455980000,2014-01-21 11:37:16.455980000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,2001-01-01,2007-12-31,1000-01-01,3000-01-01,"30.02.","Konventionelles Röntgen: Thorax, Abdomen, Becken ohne Kontrastmittel","30.02.","Konventionelles Röntgen: Thorax, Abdomen, Becken ohne Kontrastmittel","30.02.","Radiologie conventionnelle: thorax, abdomen, bassin sans préparation","30.02.","Radiologia convenzionale: torace, addome, bacino senza mezzo di contrasto","","","","","","","","","","","","","K_001_30.02.05.01","-10110","-49993","-63029","-62331","-10110","30.02.05.01","","","","","","","","","","",,7878873,"-62241",3000-01-01,"",""
2134,"1746",-1083,2014-01-21 11:37:17.280309000,"B.144","",2014-01-21 11:37:17.280309000,2014-01-21 11:37:17.280309000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,2008-01-01,3000-01-01,1000-01-01,3000-01-01,"39.06.","Phlebografie: Kopf, Hals, Stamm, Extremitäten","39.06.","Phlebografie: Kopf, Hals, Stamm, Extremitäten","39.06.","Phlébographie: tête, cou, tronc, extrémités","39.06.","Flebografia: testa, collo, tronco, estremità","","","","","","","","","","","","","K_001_39.06.02.02","-10110","-49993","-63029","-62331","-10110","39.06.02.02","","","","","","","","","","",,7879365,"-62241",3000-01-01,"",""
2147,"1757",-1083,2014-01-21 11:37:18.304904000,"B.144","",2014-01-21 11:37:18.304904000,2014-01-21 11:37:18.304904000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,2008-01-01,3000-01-01,1000-01-01,3000-01-01,"39.06.","Angiografie: Phlebografie","39.06.","Angiografie: Phlebografie","39.06.","Angiographie: phlébographie","39.06.","Angiografia: flebografia","","","","","","","","","","","","","K_001_39.06.02","-10110","-49993","-63029","-62331","-10110","39.06.02","","","","","","","","","","",,7879368,"-62241",3000-01-01,"",""
2148,"1758",-1083,2014-01-21 11:37:18.305086000,"B.144","",2014-01-21 11:37:18.305086000,2014-01-21 11:37:18.305086000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,2001-01-01,3000-01-01,1000-01-01,3000-01-01,"21.12","Harnleiter, Harnableitung","21.12","Harnleiter, Harnableitung","21.12","Uretère, dérivation urinaire","21.12","Uretere, derivazione ureterale","","","","","","","","","","","","","K_001_21.12","-10110","-49993","-63029","-62331","-10110","21.12","","","","","","","","","","",,7878513,"-62241",3000-01-01,"",""
2146,"1756",-1083,2014-01-21 11:37:18.307374000,"B.144","",2014-01-21 11:37:18.307374000,2014-01-21 11:37:18.307374000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,2001-01-01,2006-03-31,1000-01-01,2006-03-31,"30.06.","Arteriografie: Perkutane transluminale Angioplastie (PTA), arterieller Stent","30.06.","Arteriografie: Perkutane transluminale Angioplastie (PTA), arterieller Stent","30.06.","Artériographie: angioplastie transluminale percutanée (PTA), stent artériel","30.06.","Arteriografia: PTA, Stent arterioso","","","","","","","","","","","","","K_001_30.06.01.03","-10110","-49993","-63029","-62331","-10110","30.06.01.03","","","","","","","","","","",,7879032,"-62241",3000-01-01,"",""
2149,"1756",-1083,2014-01-21 11:37:18.307374000,"B.144","",2014-01-21 11:37:18.307374000,2014-01-21 11:37:18.307374000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,2006-04-01,2007-12-31,2006-04-01,3000-01-01,"30.06.","Arteriografie: Perkutane transluminale Angioplastie ({PTA}), arterieller Stent","30.06.","Arteriografie: Perkutane transluminale Angioplastie ({PTA}), arterieller Stent","30.06.","Artériographie: angioplastie transluminale percutanée ({PTA}), stent artériel","30.06.","Arteriografia: {APT}, Stent arterioso","","","","","","","","","","","","","K_001_30.06.01.03","-10110","-49993","-63029","-62331","-10110","30.06.01.03","","","","","","","","","","",,7879032,"-62241",3000-01-01,"",""
2145,"1755",-1083,2014-01-21 11:37:18.307908000,"B.144","",2014-01-21 11:37:18.307908000,2014-01-21 11:37:18.307908000,"CHaegele","CHaegele",3000-01-01 00:00:00.000000000,"",2004-04-01,2006-12-31,2004-04-01,2006-03-31,1000-01-01,2006-03-31,"50","Leistungen nur für UV/MV/IV","50","Leistungen nur für UV/MV/IV","50","Prestations seulement pour AA/AM/AI","50","Prestazioni solamente per AINF/AM/AI","","","","","","","","","","","","","K_001_50","-10110","-49993","-63029","-62331","-10110","50","","","","","","","","","","",,7879416,"-62241",3000-01-01,"",""
